column,group,source,name,recipe,query,rows,selectivity,tier,chosen_plan,selective_ns,fused_ns,chosen_ns,logical_bytes,delivered_bytes,transferred_bytes,transfer_operations,frames_decoded,file_bytes
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",BETWEEN,1310,0.00999451,buffered_hot,selective_closure,20047.5,1547927.0,20047.5,656,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",SUM,13107,0.09999847,memory_warm,selective_closure,149707.3,1537972.0,149707.3,3606,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",SUM,13107,0.09999847,buffered_hot,selective_closure,151824.0,1554997.0,151824.0,3606,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",BETWEEN,13107,0.09999847,memory_warm,selective_closure,162236.0,1554627.0,162236.0,3606,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",BETWEEN,13107,0.09999847,buffered_hot,selective_closure,164105.7,1560545.0,164105.7,3606,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",SUM,65536,0.50000000,memory_warm,selective_closure,742200.0,1572483.0,742200.0,16712,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",SUM,65536,0.50000000,buffered_hot,selective_closure,747118.0,1582939.0,747118.0,16712,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",BETWEEN,65536,0.50000000,memory_warm,selective_closure,802090.0,1593184.0,802090.0,16712,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",BETWEEN,65536,0.50000000,buffered_hot,selective_closure,805916.0,1593184.0,805916.0,16712,351,351,2,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",SUM,131072,1.00000000,memory_warm,broad_fused,1491953.0,1612163.0,1612163.0,33112,351,351,1,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",SUM,131072,1.00000000,buffered_hot,broad_fused,1494787.0,1602228.0,1602228.0,33112,351,351,1,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",BETWEEN,131072,1.00000000,memory_warm,broad_fused,1609579.0,1646954.0,1646954.0,33112,351,351,1,1,351
0,"clickbench","hits","c1_CounterID_x1","Frame(Dictionary(BitPack))",BETWEEN,131072,1.00000000,buffered_hot,broad_fused,1608677.0,1642999.0,1642999.0,33112,351,351,1,1,351
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,1,0.00000763,memory_warm,selective_closure,41240.8,1127748.0,41240.8,662,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,1,0.00000763,buffered_hot,selective_closure,44160.6,1129821.0,44160.6,662,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,1,0.00000763,memory_warm,selective_closure,41489.5,1121889.0,41489.5,662,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,1,0.00000763,buffered_hot,selective_closure,44102.4,1125704.0,44102.4,662,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,131,0.00099945,memory_warm,selective_closure,41659.6,1121749.0,41659.6,703,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,131,0.00099945,buffered_hot,selective_closure,44915.4,1121879.0,44915.4,703,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,131,0.00099945,memory_warm,selective_closure,41829.8,1124673.0,41829.8,703,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,131,0.00099945,buffered_hot,selective_closure,45115.7,1125955.0,45115.7,703,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,1310,0.00999451,memory_warm,selective_closure,57622.4,1123812.0,57622.4,1489,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,1310,0.00999451,buffered_hot,selective_closure,60190.1,1122299.0,60190.1,1489,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,1310,0.00999451,memory_warm,selective_closure,57226.9,1122439.0,57226.9,1489,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,1310,0.00999451,buffered_hot,selective_closure,60568.1,1122040.0,60568.1,1489,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,13107,0.09999847,memory_warm,selective_closure,185738.0,1122329.0,185738.0,5795,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,13107,0.09999847,buffered_hot,selective_closure,188261.5,1121779.0,188261.5,5795,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.09999847,memory_warm,selective_closure,188888.0,1130542.0,188888.0,5795,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.09999847,buffered_hot,selective_closure,190219.5,1131814.0,190219.5,5795,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,65536,0.50000000,memory_warm,selective_closure,688390.0,1123341.0,688390.0,23098,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,65536,0.50000000,buffered_hot,selective_closure,686157.0,1129711.0,686157.0,23098,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,65536,0.50000000,memory_warm,selective_closure,702181.0,1140547.0,702181.0,23098,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,65536,0.50000000,buffered_hot,selective_closure,710233.0,1144452.0,710233.0,23098,18507,18507,2,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,131072,1.00000000,memory_warm,broad_fused,1120778.0,1117172.0,1117172.0,43873,18507,18507,1,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",SUM,131072,1.00000000,buffered_hot,broad_fused,1128609.0,1124503.0,1124503.0,43873,18507,18507,1,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,131072,1.00000000,memory_warm,broad_fused,1152464.0,1154768.0,1154768.0,43873,18507,18507,1,1,18507
1,"clickbench","hits","c2_RegionID_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,131072,1.00000000,buffered_hot,broad_fused,1156882.0,1154778.0,1154778.0,43873,18507,18507,1,1,18507
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,1,0.00000763,memory_warm,selective_closure,41444.7,951715.0,41444.7,613,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,1,0.00000763,buffered_hot,selective_closure,44122.4,943022.0,44122.4,613,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,1,0.00000763,memory_warm,selective_closure,41465.7,949892.0,41465.7,613,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,1,0.00000763,buffered_hot,selective_closure,44533.0,940948.0,44533.0,613,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,131,0.00099945,memory_warm,selective_closure,41969.2,944304.0,41969.2,645,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,131,0.00099945,buffered_hot,selective_closure,44470.2,941058.0,44470.2,645,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,131,0.00099945,memory_warm,selective_closure,41935.5,943102.0,41935.5,645,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,131,0.00099945,buffered_hot,selective_closure,44800.7,931124.0,44800.7,645,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,1310,0.00999451,memory_warm,selective_closure,52094.7,934399.0,52094.7,1259,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,1310,0.00999451,buffered_hot,selective_closure,54664.0,927338.0,54664.0,1259,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,1310,0.00999451,memory_warm,selective_closure,52064.7,929060.0,52064.7,1259,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,1310,0.00999451,buffered_hot,selective_closure,55144.8,968309.0,55144.8,1259,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,13107,0.09999847,memory_warm,selective_closure,143471.3,946066.0,143471.3,5238,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,13107,0.09999847,buffered_hot,selective_closure,146930.0,931174.0,146930.0,5238,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.09999847,memory_warm,selective_closure,144700.0,958325.0,144700.0,5238,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,13107,0.09999847,buffered_hot,selective_closure,147120.3,960037.0,147120.3,5238,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,65536,0.50000000,memory_warm,selective_closure,550884.0,956201.0,550884.0,21894,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,65536,0.50000000,buffered_hot,selective_closure,562542.0,955260.0,562542.0,21894,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,65536,0.50000000,memory_warm,selective_closure,563813.0,962851.0,563813.0,21894,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,65536,0.50000000,buffered_hot,selective_closure,572157.0,949651.0,572157.0,21894,15534,15534,2,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,131072,1.00000000,memory_warm,broad_fused,941499.0,957222.0,957222.0,42739,15534,15534,1,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",SUM,131072,1.00000000,buffered_hot,broad_fused,965114.0,949071.0,949071.0,42739,15534,15534,1,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,131072,1.00000000,memory_warm,broad_fused,978344.0,979787.0,979787.0,42739,15534,15534,1,1,15534
2,"clickbench","hits","c3_ResolutionWidth_x1","Frame(Dictionary(RLE(BitPack)))",BETWEEN,131072,1.00000000,buffered_hot,broad_fused,958365.0,966056.0,966056.0,42739,15534,15534,1,1,15534
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,1,0.00013761,memory_warm,selective_closure,3255.7,29454.1,3255.7,451,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,1,0.00013761,buffered_hot,selective_closure,5190.3,30615.9,5190.3,451,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,1,0.00013761,memory_warm,selective_closure,3307.0,30141.4,3307.0,451,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,1,0.00013761,buffered_hot,selective_closure,5204.4,31270.8,5204.4,451,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,7,0.00096326,memory_warm,selective_closure,3253.8,29707.4,3253.8,459,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,7,0.00096326,buffered_hot,selective_closure,5170.8,30866.9,5170.8,459,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,7,0.00096326,memory_warm,selective_closure,3304.7,30383.6,3304.7,459,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,7,0.00096326,buffered_hot,selective_closure,5209.6,31469.1,5209.6,459,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,72,0.00990780,memory_warm,selective_closure,3350.5,30002.4,3350.5,539,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,72,0.00990780,buffered_hot,selective_closure,5260.1,31037.7,5260.1,539,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,72,0.00990780,memory_warm,selective_closure,3457.0,30418.1,3457.0,539,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,72,0.00990780,buffered_hot,selective_closure,5380.1,31347.6,5380.1,539,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,726,0.09990367,memory_warm,selective_closure,6270.5,30739.1,6270.5,2654,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,726,0.09990367,buffered_hot,selective_closure,8199.1,31879.0,8199.1,2654,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,726,0.09990367,memory_warm,selective_closure,7052.3,31226.8,7052.3,2654,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,726,0.09990367,buffered_hot,selective_closure,9029.2,32315.0,9029.2,2654,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,3633,0.49993120,memory_warm,selective_closure,15899.6,34991.6,15899.6,9555,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,3633,0.49993120,buffered_hot,selective_closure,17798.1,36347.5,17798.1,9555,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,3633,0.49993120,memory_warm,selective_closure,19808.0,34950.1,19808.0,9555,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,3633,0.49993120,buffered_hot,selective_closure,21767.1,36148.0,21767.1,9555,559,559,2,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,7267,1.00000000,memory_warm,broad_fused,28951.6,40619.0,40619.0,18662,559,559,1,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",SUM,7267,1.00000000,buffered_hot,broad_fused,30842.4,41679.1,41679.1,18662,559,559,1,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,7267,1.00000000,memory_warm,broad_fused,34016.6,36752.7,36752.7,18662,559,559,1,1,559
3,"nab","ambient_temperature","timestamp","Frame(UnsignedDelta(BitPack))",BETWEEN,7267,1.00000000,buffered_hot,broad_fused,35993.1,37909.8,37909.8,18662,559,559,1,1,559
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,1,0.00009690,memory_warm,selective_closure,1812.6,42997.1,1812.6,387,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,1,0.00009690,buffered_hot,selective_closure,3749.8,43966.7,3749.8,387,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,1,0.00009690,memory_warm,selective_closure,1861.7,45293.2,1861.7,387,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,1,0.00009690,buffered_hot,selective_closure,3748.2,46402.4,3748.2,387,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,10,0.00096899,memory_warm,selective_closure,1829.9,43075.4,1829.9,395,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,10,0.00096899,buffered_hot,selective_closure,3749.5,44006.8,3749.5,395,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,10,0.00096899,memory_warm,selective_closure,1895.4,45184.9,1895.4,395,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,10,0.00096899,buffered_hot,selective_closure,3803.1,46570.7,3803.1,395,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,103,0.00998062,memory_warm,selective_closure,2924.2,43191.9,2924.2,855,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,103,0.00998062,buffered_hot,selective_closure,4904.2,44394.6,4904.2,855,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,103,0.00998062,memory_warm,selective_closure,3081.1,45305.8,3081.1,855,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,103,0.00998062,buffered_hot,selective_closure,5116.7,46397.4,5116.7,855,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,1032,0.10000000,memory_warm,selective_closure,5672.7,44262.5,5672.7,1957,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,1032,0.10000000,buffered_hot,selective_closure,7720.0,45435.3,7720.0,1957,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,1032,0.10000000,memory_warm,selective_closure,6915.1,46364.4,6915.1,1957,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,1032,0.10000000,buffered_hot,selective_closure,8901.7,47470.0,8901.7,1957,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,5160,0.50000000,memory_warm,selective_closure,21257.9,50072.8,21257.9,8237,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,5160,0.50000000,buffered_hot,selective_closure,23345.4,51188.8,23345.4,8237,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,5160,0.50000000,memory_warm,selective_closure,27200.2,51253.4,27200.2,8237,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,5160,0.50000000,buffered_hot,selective_closure,29124.8,52624.3,29124.8,8237,503,503,2,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,10320,1.00000000,memory_warm,broad_fused,41789.2,57405.9,57405.9,16087,503,503,1,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",SUM,10320,1.00000000,buffered_hot,broad_fused,43288.5,58820.5,58820.5,16087,503,503,1,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,10320,1.00000000,memory_warm,broad_fused,49123.5,54102.1,54102.1,16087,503,503,1,1,503
4,"nab","nyc_taxi","timestamp","Frame(Delta(BitPack))",BETWEEN,10320,1.00000000,buffered_hot,broad_fused,51045.3,55122.6,55122.6,16087,503,503,1,1,503
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,1,0.00009690,memory_warm,selective_closure,16466.4,57606.2,16466.4,406,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,1,0.00009690,buffered_hot,selective_closure,19025.8,59371.4,19025.8,406,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,1,0.00009690,memory_warm,selective_closure,16598.8,59695.6,16598.8,406,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,1,0.00009690,buffered_hot,selective_closure,19224.9,61439.5,19224.9,406,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,10,0.00096899,memory_warm,selective_closure,16614.2,57731.5,16614.2,416,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,10,0.00096899,buffered_hot,selective_closure,19238.4,60048.6,19238.4,416,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,10,0.00096899,memory_warm,selective_closure,16538.2,59992.2,16538.2,416,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,10,0.00096899,buffered_hot,selective_closure,19149.9,62001.5,19149.9,416,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,103,0.00998062,memory_warm,selective_closure,17586.3,58368.6,17586.3,1026,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,103,0.00998062,buffered_hot,selective_closure,20145.2,60062.4,20145.2,1026,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,103,0.00998062,memory_warm,selective_closure,17767.3,60310.2,17767.3,1026,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,103,0.00998062,buffered_hot,selective_closure,20371.3,61565.0,20371.3,1026,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,1032,0.10000000,memory_warm,selective_closure,20425.5,59803.2,20425.5,2486,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,1032,0.10000000,buffered_hot,selective_closure,22979.1,61303.0,22979.1,2486,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,1032,0.10000000,memory_warm,selective_closure,21196.5,60262.6,21196.5,2486,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,1032,0.10000000,buffered_hot,selective_closure,23862.7,61932.8,23862.7,2486,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,5160,0.50000000,memory_warm,selective_closure,36334.4,64828.4,36334.4,10806,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,5160,0.50000000,buffered_hot,selective_closure,38847.3,66594.0,38847.3,10806,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,5160,0.50000000,memory_warm,selective_closure,40510.6,64286.3,40510.6,10806,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,5160,0.50000000,buffered_hot,selective_closure,42732.2,66293.4,42732.2,10806,18855,18855,2,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,10320,1.00000000,memory_warm,broad_fused,56056.4,72077.8,72077.8,21206,18855,18855,1,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",SUM,10320,1.00000000,buffered_hot,broad_fused,58905.6,73913.8,73913.8,21206,18855,18855,1,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,10320,1.00000000,memory_warm,broad_fused,64496.6,68983.2,68983.2,21206,18855,18855,1,1,18855
5,"nab","nyc_taxi","value_x1","Frame(Delta(BitPack))",BETWEEN,10320,1.00000000,buffered_hot,broad_fused,67008.9,71309.7,71309.7,21206,18855,18855,1,1,18855
6,"nab","twitter_aapl","timestamp","Frame(Delta(BitPack))",SUM,1,0.00006289,memory_warm,selective_closure,2447.3,68026.0,2447.3,346,521,521,2,1,521
